model,displ,cyl,trans,drive,fuel,stnd,underhood_id,veh_class,air_pollution_score,fe_calc_appr,city_mpg,hwy_mpg,cmb_mpg,unadj_cmb_mpg,greenhouse_gas_score,smartway
JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,Drv,15.0,20.0,17.0,21.888,5,no
JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,Drv,16.0,21.0,18.0,22.8334,5,no
JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,Drv,15.0,19.0,16.0,21.2406,5,no
JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,Drv,15.0,19.0,17.0,21.5699,6,no
JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.8NE1,SUV,6.0,Drv,15.0,20.0,17.0,21.888,6,no
JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,B5,8CRXT03.8NE1,SUV,6.0,Drv,16.0,21.0,18.0,22.8334,8,no
JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,B5,8CRXT03.8NE1,SUV,6.0,Drv,15.0,19.0,16.0,21.2406,8,no
JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,B5,8CRXT03.8NE1,SUV,6.0,Drv,15.0,19.0,17.0,21.5699,8,no
KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,U2,8KMXV03.8HW5,large car,7.0,Drv,17.0,24.0,19.0,25.0729,8,no
KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,B5,8KMXV03.8HW5,large car,6.0,Drv,17.0,24.0,19.0,25.0729,10,no
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,U2,8KMXV02.4MW5,midsize car,7.0,Drv,21.0,31.0,25.0,32.452,10,yes
KIA Optima,2.4,4,Man-5,2WD,Gasoline,U2,8KMXV02.4MW5,midsize car,7.0,Drv,21.0,31.0,25.0,32.6623,10,yes
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,B5,8KMXV02.4MW5,midsize car,6.0,Drv,21.0,31.0,25.0,32.452,10,yes
KIA Optima,2.4,4,Man-5,2WD,Gasoline,B5,8KMXV02.4MW5,midsize car,6.0,Drv,21.0,31.0,25.0,32.6623,10,yes
KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,U2,8KMXV01.6BW5,small car,7.0,Drv,25.0,35.0,29.0,38.0216,10,yes
KIA Rio,1.6,4,Man-5,2WD,Gasoline,U2,8KMXV01.6BW5,small car,7.0,Drv,27.0,32.0,29.0,39.0022,7,yes
KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,B5,8KMXV01.6BW5,small car,6.0,Drv,25.0,35.0,29.0,38.0216,7,yes
KIA Rio,1.6,4,Man-5,2WD,Gasoline,B5,8KMXV01.6BW5,small car,6.0,Drv,27.0,32.0,29.0,39.0022,6,yes
KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,U2,8KMXV02.4UW5,station wagon,7.0,Drv,19.0,26.0,22.0,28.2719,6,yes
KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,U2,8KMXV02.7NW5,station wagon,7.0,Drv,18.0,26.0,21.0,27.1727,7,yes
KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,B5,8KMXV02.4UW5,station wagon,6.0,Drv,19.0,26.0,22.0,28.2719,7,no
KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,B5,8KMXV02.7NW5,station wagon,6.0,Drv,18.0,26.0,21.0,27.1727,6,no
KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,U2,8KMXT03.8VW5,minivan,7.0,Drv,16.0,23.0,18.0,23.7736,6,no
KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,B5,8KMXT03.8VW5,minivan,6.0,Drv,16.0,23.0,18.0,23.7736,4,no
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,B5,8KMXT03.8LM5,SUV,6.0,Drv,15.0,21.0,17.0,22.2308,4,no
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,B5,8KMXT03.8LM5,SUV,6.0,Drv,15.0,20.0,17.0,22.0414,4,no
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,L2,8KMXT03.8LM5,SUV,6.0,Drv,15.0,21.0,17.0,22.2308,4,no
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,L2,8KMXT03.8LM5,SUV,6.0,Drv,15.0,20.0,17.0,22.0414,5,no
KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,S2,8KMXV02.0LPC,midsize car,9.0,Drv,24.0,32.0,27.0,35.3551,5,yes
KIA Spectra,2.0,4,Man-5,2WD,Gasoline,U2,8KMXV02.0LW5,midsize car,7.0,Drv,23.0,30.0,26.0,34.1962,4,yes
KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,U2,8KMXV02.0LW5,midsize car,7.0,Drv,24.0,32.0,27.0,35.3551,4,yes
KIA Spectra,2.0,4,Man-5,2WD,Gasoline,B5,8KMXV02.0LW5,midsize car,6.0,Drv,23.0,30.0,26.0,34.1962,5,yes
KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,B5,8KMXV02.0LW5,midsize car,6.0,Drv,24.0,32.0,27.0,35.3551,5,yes
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,Drv,19.0,25.0,21.0,28.1022,4,yes
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,Drv,20.0,25.0,22.0,28.8515,4,yes
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,Drv,19.0,24.0,21.0,27.4803,5,yes
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,B5,8KMXT02.0KW5,SUV,6.0,Drv,19.0,25.0,21.0,28.1022,5,no
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,B5,8KMXT02.0KW5,SUV,6.0,Drv,20.0,25.0,22.0,28.8515,4,no
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,B5,8KMXT02.0KW5,SUV,6.0,Drv,19.0,24.0,21.0,27.4803,4,no
KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,B5,8KMXT02.7MM5,SUV,6.0,Drv,17.0,23.0,20.0,25.4118,4,no
KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,B5,8KMXT02.7MM5,SUV,6.0,Drv,17.0,21.0,19.0,24.1702,4,no
KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,L2,8KMXT02.7MM5,SUV,6.0,Drv,17.0,23.0,20.0,25.4118,3,no
KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,L2,8KMXT02.7MM5,SUV,6.0,Drv,17.0,21.0,19.0,24.1702,3,no
LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,B5,8NLXV05.0406,small car,6.0,Drv,10.0,17.0,13.0,15.9695,7,no
LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,B5,8NLXV05.0406,small car,6.0,Drv,11.0,17.0,13.0,16.5725,7,no
LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,Drv,10.0,17.0,13.0,15.9695,5,no
LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,Drv,11.0,17.0,13.0,16.5725,5,no
LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,B5,8NLXV05.0406,small car,6.0,Drv,10.0,15.0,12.0,14.9343,6,no
LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,B5,8NLXV05.0406,small car,6.0,Drv,10.0,16.0,12.0,15.5569,6,no
LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,Drv,10.0,15.0,12.0,14.9343,6,no
LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,Drv,10.0,16.0,12.0,15.5569,6,no
LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,B5,8NLXV06.5474,small car,6.0,Drv,8.0,13.0,10.0,12.4735,9,no
LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,B5,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,9,no
LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,Drv,8.0,13.0,10.0,12.4735,9,no
LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,9,no
LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,B5,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,6,no
LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,6,no
LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,B5,8NLXV06.5474,small car,6.0,Drv,8.0,13.0,10.0,12.4735,6,no
LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,B5,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,6,no
LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,Drv,8.0,13.0,10.0,12.4735,10,no
LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,Drv,9.0,14.0,11.0,13.6852,10,no
LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,U2,8LRXT03.2001,SUV,7.0,Drv,16.0,23.0,18.0,23.6942,6,no
LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,B5,8LRXT03.2001,SUV,6.0,Drv,16.0,23.0,18.0,23.6942,6,no
LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,U2,8LRXT04.4001,SUV,7.0,Drv,12.0,17.0,14.0,18.2,5,no
LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,B5,8LRXT04.4001,SUV,6.0,Drv,12.0,17.0,14.0,18.2,5,no
LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,B5,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,18.0,5,no
LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,18.0,5,no
LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,B5,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,18.3,5,no
LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,18.3,5,no
LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,U2,8LRXT04.4001,SUV,7.0,Drv,12.0,18.0,15.0,18.6,5,no
LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,B5,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,17.9,5,no
LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,Drv,12.0,18.0,14.0,17.9,4,no
LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,B5,8LRXT04.4001,SUV,6.0,Drv,12.0,18.0,15.0,18.6,4,no
LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEA,midsize car,7.0,Drv,19.0,27.0,22.0,28.6873,5,yes
LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,B5,8TYXV03.5BEA,midsize car,6.0,Drv,19.0,27.0,22.0,28.6873,5,no
LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,U2,8TYXV03.5BEB,midsize car,7.0,Drv,18.0,25.0,20.0,26.6628,5,yes
LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEB,midsize car,7.0,Drv,19.0,27.0,22.0,28.6658,5,yes
LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,B5,8TYXV03.5BEB,midsize car,6.0,Drv,18.0,25.0,20.0,26.6628,5,no
LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,B5,8TYXV03.5BEB,midsize car,6.0,Drv,19.0,27.0,22.0,28.6658,5,no
LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,S2,8TYXV03.5CC4,small car,9.0,Drv,22.0,25.0,23.0,30.823,4,yes
LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,B3,8TYXV03.5CC4,small car,8.0,Drv,22.0,25.0,23.0,30.823,4,yes
LEXUS GS 460,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,Drv,17.0,24.0,20.0,25.4158,6,yes
LEXUS GS 460,4.6,8,S8,2WD,Gasoline,B5,8TYXV04.6BEA,midsize car,6.0,Drv,17.0,24.0,20.0,25.4158,6,no
LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,U2,8TYXT04.7BES,SUV,7.0,Drv,14.0,18.0,15.0,19.6279,6,no
LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,B5,8TYXT04.7BES,SUV,6.0,Drv,14.0,18.0,15.0,19.6279,6,no
LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,Drv,18.0,26.0,21.0,27.5892,4,yes
LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,Drv,20.0,26.0,22.0,28.7628,4,yes
LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,Drv,21.0,29.0,24.0,31.7472,4,yes
LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,B5,8TYXV02.5BEA,small car,6.0,Drv,18.0,26.0,21.0,27.5892,4,no
LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,B5,8TYXV02.5BEA,small car,6.0,Drv,20.0,26.0,22.0,28.7628,5,no
LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,B5,8TYXV02.5BEA,small car,6.0,Drv,21.0,29.0,24.0,31.7472,5,yes
LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEB,small car,7.0,Drv,18.0,25.0,20.0,26.5808,5,yes
LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,B5,8TYXV03.5BEB,small car,6.0,Drv,18.0,25.0,20.0,26.5808,5,no
LEXUS LS 460,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,Drv,16.0,24.0,19.0,24.5642,4,no
LEXUS LS 460,4.6,8,S8,2WD,Gasoline,B5,8TYXV04.6BEA,midsize car,6.0,Drv,16.0,24.0,19.0,24.5642,4,no
LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,Drv,16.0,24.0,19.0,24.7254,4,no
LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,B5,8TYXV04.6BEA,midsize car,6.0,Drv,16.0,24.0,19.0,24.7254,4,no
LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,S2,8TYXV05.0CC4,midsize car,9.0,Drv,20.0,22.0,21.0,26.9406,4,yes
LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,B3,8TYXV05.0CC4,midsize car,8.0,Drv,20.0,22.0,21.0,26.9406,4,yes
LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,U2,8TYXT05.7BEX,SUV,7.0,Drv,12.0,18.0,14.0,18.3211,4,no
LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,B5,8TYXT05.7BEX,SUV,6.0,Drv,12.0,18.0,14.0,18.3211,4,no
LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,Drv,18.0,23.0,20.0,25.7193,4,yes
LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,Drv,18.0,23.0,20.0,25.7193,4,yes
LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,Drv,17.0,22.0,19.0,24.6127,4,no
LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,Drv,17.0,22.0,19.0,24.6127,4,no
LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,B5,8TYXT03.5BEM,SUV,6.0,Drv,18.0,23.0,20.0,25.7193,3,no
LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,B5,8TYXT03.5BEM,SUV,6.0,Drv,18.0,23.0,20.0,25.7193,3,no
LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,B5,8TYXT03.5BEM,SUV,6.0,Drv,17.0,22.0,19.0,24.6127,3,no
LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,B5,8TYXT03.5BEM,SUV,6.0,Drv,17.0,22.0,19.0,24.6127,3,no
LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,S2,8TYXT03.3CCU,SUV,9.0,Drv,27.0,24.0,25.0,34.1139,7,yes
LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,S2,8TYXT03.3CCU,SUV,9.0,Drv,26.0,24.0,25.0,33.4232,7,yes
LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,B3,8TYXT03.3CCU,SUV,8.0,Drv,27.0,24.0,25.0,34.1139,6,yes
LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,B3,8TYXT03.3CCU,SUV,8.0,Drv,26.0,24.0,25.0,33.4232,6,yes
LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,L2,8TYXV04.3AJA,small car,6.0,Drv,16.0,23.0,19.0,24.1927,5,no
LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,B8,8TYXV04.3AJA,small car,3.0,Drv,16.0,23.0,19.0,24.1927,5,no
LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,Drv,16.0,24.0,19.0,24.5555,4,no
LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,Drv,15.0,22.0,18.0,22.8389,4,no
LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,B5,8FMXT03.52EB,SUV,6.0,Drv,16.0,24.0,19.0,24.5555,4,no
LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,B5,8FMXT03.52EB,SUV,6.0,Drv,15.0,22.0,18.0,22.8389,4,no
LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,U2,8FMXV03.5VEP,midsize car,7.0,Drv,17.0,24.0,19.0,24.8679,2,no
LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,U2,8FMXV03.5VEP,midsize car,7.0,Drv,18.0,28.0,22.0,28.0113,2,yes
LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,B5,8FMXV03.5VEP,midsize car,6.0,Drv,17.0,24.0,19.0,24.8679,2,no
LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,B5,8FMXV03.5VEP,midsize car,6.0,Drv,18.0,28.0,22.0,28.0113,2,no
LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,Drv,12.0,16.0,14.0,17.4668,5,no
LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,Drv,13.0,17.0,14.0,18.0555,5,no
LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,B8,8FMXT05.44HA,pickup,3.0,Drv,12.0,16.0,14.0,17.4668,5,no
LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,B8,8FMXT05.44HA,pickup,3.0,Drv,13.0,17.0,14.0,18.0555,5,no
LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,U2,8FMXT05.44E6,SUV,7.0,Drv,12.0,18.0,14.0,18.5117,5,no
LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,B5,8FMXT05.44E6,SUV,6.0,Drv,12.0,18.0,14.0,18.5117,5,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,B5,8LTXV01.8JHB,small car,6.0,Drv,20.0,26.0,22.0,29.4225,5,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,B5,8LTXV01.8JHB,small car,6.0,Drv,21.0,27.0,23.0,30.5587,5,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,Drv,20.0,26.0,22.0,29.4225,5,no
LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,Drv,21.0,27.0,23.0,30.5587,5,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,B5,8LTXV01.8JHB,small car,6.0,Drv,20.0,26.0,22.0,29.4225,4,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,B5,8LTXV01.8JHB,small car,6.0,Drv,21.0,27.0,23.0,30.5587,4,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,Drv,20.0,26.0,22.0,29.4225,5,no
LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,Drv,21.0,27.0,23.0,30.5587,5,no
MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,B5,8MAXV04.2LEV,small car,6.0,Drv,14.0,21.0,17.0,19.2874,3,no
MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,L2,8MAXV04.2LEV,small car,6.0,Drv,14.0,21.0,17.0,19.2874,3,no
MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,B5,8MAXV04.2LEV,large car,6.0,Drv,13.0,19.0,15.0,17.5964,5,no
MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,L2,8MAXV04.2LEV,large car,6.0,Drv,13.0,19.0,15.0,17.5964,5,no
MAZDA 3,2.0,4,Auto-S4,2WD,Gasoline,S2,8TKXV02.0NH1,small car,9.0,Drv,23.0,31.0,26.0,33.7686,5,yes
MAZDA 3,2.0,4,Man-5,2WD,Gasoline,S2,8TKXV02.0NH1,small car,9.0,Drv,24.0,32.0,27.0,36.1471,5,yes
MAZDA 3,2.3,4,Auto-S5,2WD,Gasoline,S2,8TKXV02.3NH1,small car,9.0,Drv,22.0,29.0,24.0,32.1722,3,yes
MAZDA 3,2.3,4,Man-5,2WD,Gasoline,S2,8TKXV02.3NH1,small car,9.0,Drv,22.0,29.0,25.0,32.9532,3,yes
MAZDA 3,2.3,4,Man-6,2WD,Gasoline,U2,8TKXV02.3NF1,midsize car,7.0,Drv,18.0,26.0,20.0,26.6458,5,yes
MAZDA 3,2.0,4,Auto-S4,2WD,Gasoline,B5,8TKXV02.35NM,small car,6.0,Drv,23.0,31.0,26.0,33.7686,5,yes
MAZDA 3,2.0,4,Man-5,2WD,Gasoline,B5,8TKXV02.35NM,small car,6.0,Drv,24.0,32.0,27.0,36.1471,3,yes
MAZDA 3,2.3,4,Man-6,2WD,Gasoline,B5,8TKXV02.35NN,midsize car,6.0,Drv,18.0,26.0,20.0,26.6458,3,no
MAZDA 3,2.3,4,Auto-S5,2WD,Gasoline,B5,8TKXV02.35NM,small car,6.0,Drv,22.0,29.0,24.0,32.1722,3,yes
MAZDA 3,2.3,4,Man-5,2WD,Gasoline,B5,8TKXV02.35NM,small car,6.0,Drv,22.0,29.0,25.0,32.9532,3,yes
MAZDA 5,2.3,4,Auto-S5,2WD,Gasoline,B5,8TKXV02.35DA,minivan,6.0,Drv,21.0,27.0,23.0,30.6332,3,yes
MAZDA 5,2.3,4,Man-5,2WD,Gasoline,B5,8TKXV02.35DA,minivan,6.0,Drv,22.0,28.0,24.0,31.6194,3,yes
MAZDA 5,2.3,4,Auto-S5,2WD,Gasoline,L2,8TKXV02.35DA,minivan,6.0,Drv,21.0,27.0,23.0,30.6332,4,yes
MAZDA 5,2.3,4,Man-5,2WD,Gasoline,L2,8TKXV02.35DA,minivan,6.0,Drv,22.0,28.0,24.0,31.6194,4,yes
MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,S2,8TKXV02.3NH2,midsize car,9.0,Drv,21.0,28.0,24.0,30.8872,4,yes
MAZDA 6,3.0,6,Man-5,2WD,Gasoline,U2,8TKXV03.05FA,midsize car,7.0,Drv,17.0,25.0,20.0,25.8711,4,yes
MAZDA 6,3.0,6,Auto-S6,2WD,Gasoline,U2,8TKXV03.05FA,midsize car,7.0,Drv,18.0,25.0,20.0,26.4515,3,yes
MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,B5,8TKXV02.35DB,midsize car,6.0,Drv,21.0,28.0,24.0,30.8872,3,yes
MAZDA 6,2.3,4,Man-5,2WD,Gasoline,B5,8TKXV02.35DB,midsize car,6.0,Drv,21.0,29.0,24.0,30.9074,4,yes
MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,L2,8TKXV02.35DB,midsize car,6.0,Drv,21.0,28.0,24.0,30.8872,4,yes
MAZDA 6,2.3,4,Man-5,2WD,Gasoline,L2,8TKXV02.35DB,midsize car,6.0,Drv,21.0,29.0,24.0,30.9074,4,yes
MAZDA 6,3.0,6,Man-5,2WD,Gasoline,B5,8TKXV03.05FA,midsize car,6.0,Drv,17.0,25.0,20.0,25.8711,4,no
MAZDA 6,3.0,6,Auto-S6,2WD,Gasoline,B5,8TKXV03.05FA,midsize car,6.0,Drv,18.0,25.0,20.0,26.4515,7,no
MAZDA B2300,2.3,4,Auto-L5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,Drv,19.0,24.0,21.0,26.8004,7,yes
MAZDA B2300,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,Drv,21.0,26.0,23.0,30.3187,6,yes
MAZDA B2300,2.3,4,Auto-L5,2WD,Gasoline,B5,8FMXT02.31EL,pickup,6.0,Drv,19.0,24.0,21.0,26.8004,6,no
MAZDA B2300,2.3,4,Man-5,2WD,Gasoline,B5,8FMXT02.31EL,pickup,6.0,Drv,21.0,26.0,23.0,30.3187,6,yes
MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,Drv,15.0,20.0,17.0,21.5304,6,no
MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,B5,8FMXT03.01EM,pickup,6.0,Drv,15.0,20.0,17.0,21.5304,7,no
MAZDA B3000,3.0,6,Man-5,2WD,Gasoline,B5,8FMXT03.01EM,pickup,6.0,Drv,16.0,21.0,18.0,23.4429,7,no
MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,B5,8FMXT03.02EH,pickup,6.0,Drv,15.0,20.0,17.0,21.5304,5,no
MAZDA B3000,3.0,6,Man-5,2WD,Gasoline,B5,8FMXT03.02EH,pickup,6.0,Drv,16.0,21.0,18.0,23.4429,6,no
