model,displ,cyl,trans,drive,fuel,stnd,underhood_id,veh_class,air_pollution_score,fe_calc_appr,city_mpg,hwy_mpg,cmb_mpg,unadj_cmb_mpg,greenhouse_gas_score,smartway
ACURA MDX,3.7,6,Auto-S5,4WD,Gasoline,U2,8HNXT03.7PKR,SUV,7.0,Drv,15.0,20.0,17.0,22.0527,6,no
ACURA MDX,3.7,6,Auto-S5,4WD,Gasoline,B5,8HNXT03.7PKR,SUV,6.0,Drv,15.0,20.0,17.0,22.0527,6,no
ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,U2,8HNXT02.3DKR,SUV,7.0,Drv,17.0,22.0,19.0,24.1745,6,no
ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,B5,8HNXT02.3DKR,SUV,6.0,Drv,17.0,22.0,19.0,24.1745,6,no
ACURA RL,3.5,6,Auto-S5,4WD,Gasoline,U2,8HNXV03.5HKR,midsize car,7.0,Drv,16.0,24.0,19.0,24.5629,4,no
ACURA RL,3.5,6,Auto-S5,4WD,Gasoline,B5,8HNXV03.5HKR,midsize car,6.0,Drv,16.0,24.0,19.0,24.5629,5,no
ACURA TL,3.2,6,Auto-S5,2WD,Gasoline,U2,8HNXV03.5HKR,midsize car,7.0,Drv,18.0,26.0,21.0,27.2768,4,yes
ACURA TL,3.5,6,Auto-S5,2WD,Gasoline,U2,8HNXV03.5RKR,midsize car,7.0,Drv,17.0,26.0,20.0,25.9414,5,yes
ACURA TL,3.5,6,Man-6,2WD,Gasoline,U2,8HNXV03.5RKR,midsize car,7.0,Drv,18.0,27.0,21.0,27.569000000000006,4,yes
ACURA TL,3.2,6,Auto-S5,2WD,Gasoline,B5,8HNXV03.5HKR,midsize car,6.0,Drv,18.0,26.0,21.0,27.2768,4,no
ACURA TL,3.5,6,Auto-S5,2WD,Gasoline,B5,8HNXV03.5RKR,midsize car,6.0,Drv,17.0,26.0,20.0,25.9414,4,no
ACURA TL,3.5,6,Man-6,2WD,Gasoline,B5,8HNXV03.5RKR,midsize car,6.0,Drv,18.0,27.0,21.0,27.569000000000006,4,no
ACURA TSX,2.4,4,Man-6,2WD,Gasoline,B5,8HNXV02.4FKC,small car,6.0,Drv,19.0,28.0,22.0,29.0566,4,no
ACURA TSX,2.4,4,Auto-S5,2WD,Gasoline,B5,8HNXV02.4FKC,small car,6.0,Drv,20.0,28.0,23.0,29.9192,4,yes
ACURA TSX,2.4,4,Man-6,2WD,Gasoline,L2,8HNXV02.4FKC,small car,6.0,Drv,19.0,28.0,22.0,29.0566,5,no
ACURA TSX,2.4,4,Auto-S5,2WD,Gasoline,L2,8HNXV02.4FKC,small car,6.0,Drv,20.0,28.0,23.0,29.9192,5,yes
ASTON MARTIN DB9,5.9,12,Man-6,2WD,Gasoline,B5,8ASXV05.9803,small car,6.0,Drv,10.0,16.0,12.0,15.625,4,no
ASTON MARTIN DB9,5.9,12,Auto-S6,2WD,Gasoline,B5,8ASXV05.9803,small car,6.0,Drv,11.0,18.0,13.0,16.9826,4,no
ASTON MARTIN DB9,5.9,12,Man-6,2WD,Gasoline,L2,8ASXV05.9803,small car,6.0,Drv,10.0,16.0,12.0,15.625,6,no
ASTON MARTIN DB9,5.9,12,Auto-S6,2WD,Gasoline,L2,8ASXV05.9803,small car,6.0,Drv,11.0,18.0,13.0,16.9826,6,no
ASTON MARTIN DB9 Volante,5.9,12,Man-6,2WD,Gasoline,B5,8ASXV05.9803,small car,6.0,Drv,10.0,16.0,12.0,15.625,5,no
ASTON MARTIN DB9 Volante,5.9,12,Auto-S6,2WD,Gasoline,B5,8ASXV05.9803,small car,6.0,Drv,11.0,17.0,13.0,17.0071,5,no
ASTON MARTIN DB9 Volante,5.9,12,Man-6,2WD,Gasoline,L2,8ASXV05.9803,small car,6.0,Drv,10.0,16.0,12.0,15.625,6,no
ASTON MARTIN DB9 Volante,5.9,12,Auto-S6,2WD,Gasoline,L2,8ASXV05.9803,small car,6.0,Drv,11.0,17.0,13.0,17.0071,6,no
ASTON MARTIN V8 Vantage,4.3,8,Man-6,2WD,Gasoline,B5,8ASXV04.3305,small car,6.0,Drv,12.0,19.0,15.0,18.6241,5,no
ASTON MARTIN V8 Vantage,4.3,8,Auto-S6,2WD,Gasoline,B5,8ASXV04.3305,small car,6.0,Drv,13.0,20.0,15.0,19.8474,5,no
ASTON MARTIN V8 Vantage,4.3,8,Man-6,2WD,Gasoline,L2,8ASXV04.3305,small car,6.0,Drv,12.0,19.0,15.0,18.6241,5,no
ASTON MARTIN V8 Vantage,4.3,8,Auto-S6,2WD,Gasoline,L2,8ASXV04.3305,small car,6.0,Drv,13.0,20.0,15.0,19.8474,5,no
AUDI A3,2.0,4,Man-6,2WD,Gasoline,U2,8ADXV02.0366,station wagon,7.0,Drv,21.0,29.0,24.0,31.1162,5,yes
AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,station wagon,7.0,Drv,22.0,29.0,25.0,32.5709,5,yes
AUDI A3,2.0,4,Man-6,2WD,Gasoline,B5,8ADXV02.0366,station wagon,6.0,Drv,21.0,29.0,24.0,31.1162,5,yes
AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,B5,8ADXV02.0366,station wagon,6.0,Drv,22.0,29.0,25.0,32.5709,5,yes
AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,B5,8VWXV03.2535,station wagon,6.0,Drv,18.0,25.0,21.0,27.2385,6,no
AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.2535,station wagon,6.0,Drv,18.0,25.0,21.0,27.2385,6,no
AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,U2,8ADXV02.0352,small car,7.0,Drv,21.0,30.0,24.0,31.8164,6,yes
AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,B5,8ADXV02.0352,small car,6.0,Drv,21.0,30.0,24.0,31.8164,4,yes
AUDI A4,3.1,6,Man-6,4WD,Gasoline,B5,8ADXV03.1374,small car,6.0,Drv,15.0,25.0,19.0,23.9213,4,no
AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,B5,8ADXV03.1374,small car,6.0,Drv,17.0,25.0,20.0,25.8965,4,no
AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,B5,8ADXV03.1374,small car,6.0,Drv,18.0,27.0,21.0,27.9074,5,no
AUDI A4,3.1,6,Man-6,4WD,Gasoline,L2,8ADXV03.1374,small car,6.0,Drv,15.0,25.0,19.0,23.9213,5,no
AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,L2,8ADXV03.1374,small car,6.0,Drv,17.0,25.0,20.0,25.8965,3,no
AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,L2,8ADXV03.1374,small car,6.0,Drv,18.0,27.0,21.0,27.9074,3,no
AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,B5,8ADXV03.1374,station wagon,6.0,Drv,15.0,25.0,19.0,23.9213,3,no
AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,B5,8ADXV03.1374,station wagon,6.0,Drv,17.0,25.0,20.0,25.8965,4,no
AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,L2,8ADXV03.1374,station wagon,6.0,Drv,15.0,25.0,19.0,23.9213,4,no
AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,L2,8ADXV03.1374,station wagon,6.0,Drv,17.0,25.0,20.0,25.8965,3,no
AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,B5,8ADXV03.1374,small car,6.0,Drv,17.0,25.0,20.0,25.4651,3,no
AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,L2,8ADXV03.1374,small car,6.0,Drv,17.0,25.0,20.0,25.4651,3,no
AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,B5,8ADXV03.1374,midsize car,6.0,Drv,17.0,25.0,20.0,25.8965,3,no
AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,B5,8ADXV03.1374,midsize car,6.0,Drv,18.0,27.0,21.0,27.9074,2,no
AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,L2,8ADXV03.1374,midsize car,6.0,Drv,17.0,25.0,20.0,25.8965,2,no
AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,L2,8ADXV03.1374,midsize car,6.0,Drv,18.0,27.0,21.0,27.9074,6,no
AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2365,midsize car,6.0,Drv,16.0,23.0,18.0,23.8751,6,no
AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2365,midsize car,6.0,Drv,16.0,23.0,18.0,23.8751,6,no
AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,B5,8ADXV03.1374,station wagon,6.0,Drv,17.0,25.0,20.0,25.4651,6,no
AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,L2,8ADXV03.1374,station wagon,6.0,Drv,17.0,25.0,20.0,25.4651,5,no
AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2365,midsize car,6.0,Drv,16.0,23.0,18.0,23.8751,5,no
AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2365,midsize car,6.0,Drv,16.0,23.0,18.0,23.8751,6,no
AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2365,large car,6.0,Drv,16.0,23.0,18.0,23.8751,6,no
AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2365,large car,6.0,Drv,16.0,23.0,18.0,23.8751,10,no
AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,B5,8ADXV06.0359,large car,6.0,Drv,13.0,19.0,15.0,19.4382,10,no
AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,L2,8ADXV06.0359,large car,6.0,Drv,13.0,19.0,15.0,19.4382,6,no
AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,B5,8VWXT03.6276,SUV,6.0,Drv,14.0,20.0,16.0,20.8353,6,no
AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,L2,8VWXT03.6276,SUV,6.0,Drv,14.0,20.0,16.0,20.8353,6,no
AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXT04.2358,SUV,6.0,Drv,12.0,17.0,14.0,17.8889,6,no
AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXT04.2358,SUV,6.0,Drv,12.0,17.0,14.0,17.8889,7,no
AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2375,small car,6.0,Drv,13.0,19.0,15.0,19.555,7,no
AUDI R8,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2375,small car,6.0,Drv,13.0,20.0,15.0,19.1608,6,no
AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2375,small car,6.0,Drv,13.0,19.0,15.0,19.555,6,no
AUDI R8,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2375,small car,6.0,Drv,13.0,20.0,15.0,19.1608,6,no
AUDI RS4,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2375,small car,6.0,Drv,13.0,20.0,15.0,19.1608,6,no
AUDI RS4,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2375,small car,6.0,Drv,13.0,20.0,15.0,19.1608,6,no
AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2375,small car,6.0,Drv,12.0,19.0,14.0,18.3588,6,no
AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2375,small car,6.0,Drv,12.0,19.0,14.0,18.3588,6,no
AUDI S4,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2355,small car,6.0,Drv,13.0,20.0,15.0,19.862,6,no
AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2355,small car,6.0,Drv,14.0,21.0,16.0,20.927,6,no
AUDI S4,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2355,small car,6.0,Drv,13.0,20.0,15.0,19.862,6,no
AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2355,small car,6.0,Drv,14.0,21.0,16.0,20.927,5,no
AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2355,station wagon,6.0,Drv,13.0,20.0,15.0,19.862,5,no
AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2355,station wagon,6.0,Drv,14.0,21.0,16.0,20.7524,5,no
AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2355,station wagon,6.0,Drv,13.0,20.0,15.0,19.862,5,no
AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2355,station wagon,6.0,Drv,14.0,21.0,16.0,20.7524,5,no
AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2355,small car,6.0,Drv,13.0,19.0,15.0,19.6261,5,no
AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,B5,8ADXV04.2355,small car,6.0,Drv,14.0,21.0,16.0,20.7524,4,no
AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2355,small car,6.0,Drv,13.0,19.0,15.0,19.6261,4,no
AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,L2,8ADXV04.2355,small car,6.0,Drv,14.0,21.0,16.0,20.7524,3,no
AUDI S5,4.2,8,Man-6,4WD,Gasoline,B5,8ADXV04.2365,small car,6.0,Drv,14.0,21.0,16.0,21.2088,3,no
AUDI S5,4.2,8,Man-6,4WD,Gasoline,L2,8ADXV04.2365,small car,6.0,Drv,14.0,21.0,16.0,21.2088,5,no
AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,B5,8ADXV05.2385,midsize car,6.0,Drv,14.0,19.0,16.0,20.4789,5,no
AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,L2,8ADXV05.2385,midsize car,6.0,Drv,14.0,19.0,16.0,20.4789,5,no
AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,B5,8ADXV05.2385,midsize car,6.0,Drv,13.0,19.0,15.0,19.0325,5,no
AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,L2,8ADXV05.2385,midsize car,6.0,Drv,13.0,19.0,15.0,19.0325,5,no
AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,Drv,23.0,31.0,26.0,34.2214,5,yes
AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,B5,8ADXV02.0366,small car,6.0,Drv,23.0,31.0,26.0,34.2214,4,yes
AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,B5,8VWXV03.2535,small car,6.0,Drv,17.0,24.0,19.0,25.1621,4,no
AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,B5,8VWXV03.2535,small car,6.0,Drv,18.0,24.0,20.0,26.2801,4,no
AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,L2,8VWXV03.2535,small car,6.0,Drv,17.0,24.0,19.0,25.1621,4,no
AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.2535,small car,6.0,Drv,18.0,24.0,20.0,26.2801,3,no
AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,U2,8ADXV02.0366,small car,7.0,Drv,22.0,29.0,25.0,32.5709,3,yes
AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,B5,8ADXV02.0366,small car,6.0,Drv,22.0,29.0,25.0,32.5709,3,yes
AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,B5,8VWXV03.2535,small car,6.0,Drv,17.0,24.0,19.0,25.1621,3,no
AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,B5,8VWXV03.2535,small car,6.0,Drv,18.0,24.0,20.0,26.2801,3,no
AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,L2,8VWXV03.2535,small car,6.0,Drv,17.0,24.0,19.0,25.1621,3,no
AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,L2,8VWXV03.2535,small car,6.0,Drv,18.0,24.0,20.0,26.2801,3,no
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,B5,8BEXV06.7TTC,large car,6.0,Drv,9.0,15.0,11.0,14.4488,3,no
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,B5,8BEXV06.7TTC,midsize car,6.0,Drv,10.0,15.0,11.0,14.3942,4,no
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,L2,8BEXV06.7TTC,large car,6.0,Drv,9.0,15.0,11.0,14.4488,4,no
BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,L2,8BEXV06.7TTC,midsize car,6.0,Drv,10.0,15.0,11.0,14.3942,4,no
BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,B5,8BEXV06.7TTC,small car,6.0,Drv,9.0,15.0,11.0,14.4488,4,no
BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,L2,8BEXV06.7TTC,small car,6.0,Drv,9.0,15.0,11.0,14.4488,3,no
BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,B5,8BEXV06.0501,midsize car,6.0,Drv,10.0,17.0,12.0,15.7772,3,no
BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,L2,8BEXV06.0501,midsize car,6.0,Drv,10.0,17.0,12.0,15.7772,5,no
BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,B5,8BEXV06.0501,small car,6.0,Drv,10.0,17.0,13.0,16.1613,5,no
BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,L2,8BEXV06.0501,small car,6.0,Drv,10.0,17.0,13.0,16.1613,5,no
BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,B5,8BEXV06.0501,small car,6.0,Drv,10.0,17.0,12.0,15.7772,5,no
BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,L2,8BEXV06.0501,small car,6.0,Drv,10.0,17.0,12.0,15.7772,5,no
BMW 328ci,3.0,6,Man-6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,23.0,31.0,25.0,28.6009,5,yes
BMW 328ci,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,23.0,31.0,25.0,28.6009,5,yes
BMW 328ci,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW 328ci,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,20.0,30.0,24.0,27.7684,3,yes
BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,23.0,31.0,25.0,28.6009,3,yes
BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,23.0,31.0,25.0,28.6009,3,yes
BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,19.0,29.0,22.0,26.3581,3,yes
BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,20.0,30.0,24.0,27.6154,3,yes
BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,19.0,29.0,22.0,26.3581,3,yes
BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,30.0,24.0,27.6154,4,yes
BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,19.0,29.0,22.0,26.3581,4,no
BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,19.0,29.0,22.0,26.3581,5,no
BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,30.0,24.0,27.6154,5,yes
BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,20.0,30.0,24.0,27.6154,4,yes
BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,20.0,27.0,23.0,26.2843,4,yes
BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,19.0,28.0,22.0,25.5598,5,yes
BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,27.0,23.0,26.2843,5,yes
BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,19.0,28.0,22.0,25.5598,5,no
BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,27.0,23.0,26.2843,5,yes
BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,20.0,27.0,23.0,26.2843,5,yes
BMW 328i,3.0,6,Man-6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,20.0,30.0,24.0,27.7684,5,yes
BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,23.0,31.0,25.0,28.6009,2,yes
BMW 328i,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,30.0,24.0,27.7684,2,yes
BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,23.0,31.0,25.0,28.6009,1,yes
BMW 328i,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,30.0,24.0,27.7684,1,yes
BMW 328i,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,20.0,30.0,24.0,27.7684,1,yes
BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,23.0,31.0,25.0,28.6009,1,yes
BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,23.0,31.0,25.0,28.6009,1,yes
BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,U2,8BMXB03.0N52,station wagon,7.0,Drv,19.0,29.0,22.0,26.3581,1,yes
BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,B5,8BMXB03.0N52,station wagon,6.0,Drv,19.0,29.0,22.0,26.3581,2,no
BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,S2,8BMXV03.0N51,small car,9.0,Drv,20.0,27.0,23.0,26.2843,2,yes
BMW 328xi,3.0,6,Man-6,4WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,19.0,28.0,22.0,25.5598,1,yes
BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXB03.0N52,small car,7.0,Drv,20.0,27.0,23.0,26.2843,1,yes
BMW 328xi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,19.0,28.0,22.0,25.5598,1,no
BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXB03.0N52,small car,6.0,Drv,20.0,27.0,23.0,26.2843,1,yes
BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N51,small car,6.0,Drv,20.0,27.0,23.0,26.2843,6,yes
BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,U2,8BMXB03.0N52,station wagon,7.0,Drv,19.0,28.0,22.0,25.5598,6,yes
BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,U2,8BMXB03.0N52,station wagon,7.0,Drv,20.0,27.0,23.0,26.2843,5,yes
BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,B5,8BMXB03.0N52,station wagon,6.0,Drv,19.0,28.0,22.0,25.5598,5,no
BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXB03.0N52,station wagon,6.0,Drv,20.0,27.0,23.0,26.2843,6,yes
BMW 335ci,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335ci,3.0,6,Man-6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,18.0,27.0,21.0,25.0543,6,no
BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,19.0,27.0,22.0,25.5449,6,no
BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,18.0,27.0,21.0,25.0543,6,no
BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,19.0,27.0,22.0,25.5449,7,no
BMW 335i,3.0,6,Man-6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,7,no
BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335i,3.0,6,Man-6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,19.0,28.0,22.0,25.8212,6,no
BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,20.0,28.0,23.0,26.527,6,yes
BMW 335xi,3.0,6,Man-6,4WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,18.0,27.0,21.0,25.0543,6,no
BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,B5,8BMXV03.0N54,small car,6.0,Drv,19.0,27.0,22.0,25.5449,10,no
BMW 335xi,3.0,6,Man-6,4WD,Gasoline,L2,8BMXV03.0N54,small car,6.0,Drv,18.0,27.0,21.0,25.0543,10,no
